index,query_request,intent
2828,@OptimumHelp are home is saying weâ¿¿re connected but WiFi isnâ¿¿t working. can you help? https://t.co/AidV53O8pe,Internet
2829,I'm keeping an eye on the queues to see when it goes through.  I may try and delete the mail in there currently and then send again.  I will update you as soon as I see some movement in the queues,Internet
2830,2 of our 5 phone lines aren't working,Phone
2831,"Sure! 

278 Wyckoff Ave

3L

Brooklyn,ny

11237",Account Related
2832,You charged 80$ and still the speed that i get is below,Internet
2833,What happen to the Heroes and Icon Channel (140) I read noting in the papers that there was a problem between the channel and Optimum I just called nobody knew anything,Video
2834,Iâ¿¿m on 5g and still the same product and I donâ¿¿t think itâ¿¿s fair that I need to purchase a new router when I pay you guys for this,Internet
2835,@OptimumHelp Internet has been undependable since January. Still hasn't been fixed after countless chats. I don't even think I got the credit on my account you guys promised. Help please.,Internet
2836,1654 Monroe Ave BX NY 10457,Account Related
2837,How come I can no longer rewind â¿¿liveâ¿¿ TV?  What has changed?,Video
2838,Downloading and Accessing the Optimum App for iPhone,Video
2839,I have no telephone service in or out!!!!,Phone
2840,I was told it would by a Best Buyer cashier,Billing
2841,Hi. I moved and changed my service and address. Yet this is being sent to my old place...,Billing
2842,"Without a car, those are far. Would you please mail the modem to my work?",Internet
2843,"So what do I choose?



Itâ¿¿s an imap account going to 2 iPads and my Mac. 



What should I set it for. 



Does inbox have to be set for server or iPad?

What about sent? Server or iPad?



Iâ¿¿ve never used imap before/ thanks/",Internet
2844,"@OptimumHelp ^ Hey, there is a regional wide outage on the east coast of new jersey and new york. just tell us why and fix it.....!",Internet
2845,Account number 07801-889544-02-6,Internet
2846,"Account number 07875-251040-01-1

Phone 732 607 2546

Address 19 rittner lane old bridge nj

My appointment was between 4 pm and 8 pm and when I got home at 4 there was a message on my answering machine that they were here at 3. They were not supposed to com",Appointment Related
2847,Is On Demand Free with my subscription to premium channels?,Account Related
2848,"Hi - a bunch of the channels I pay for are not working on one of my Altice mini boxes. It has been impossible to get in touch with someone, and this has been going on for days now. Can't believe I'm resorting to DMing on Twittter... but it's necessary. Pl",Video
2849,I wanted to find out what my monthly total would be with taxes and fees,Sales
2850,"Iâ¿¿m looking at a outage map and it shows most of NY having a outage, and the reason you canâ¿¿t read the router is because it isnâ¿¿t the optimum one you provide",Internet
2851,"Andrew Lewis. 11 Center Avenue, Morristown NJ 07960. 201-248-7672",Account Related
2852,"iPad, iPhone, iPod touch: Optimum Online Email Setup (IMAP)",Internet
2853,I want to order new service,Sales
2854,Setting Up Email with Windows 8 (IMAP),Internet
2855,i am having a problem finalizing the scheduling,Sales
2856,@OptimumHelp why are bravo shows not available on demand on mobile? Available on demand on TV but not mobile.,Internet
2857,Sure Iâ¿¿ll let ya know,Internet
2858,My CableCARD Device Is Not Functioning Properly,Video
2859,@optimum What is going on? More than a week I'm not getting a picture on any channel. Reset the box twice and it works/doesn't work for awhile. Currently? Not working.,Video
2860,"I am trying to sign into OptimumWifi on my IPhone 6s. when i go on the website https://t.co/Y1OVm9pnuc, the password and username go through without a problem",Internet
2861,Optimum how can you be supporting your customers so poorly. Price keeps going up yet no WiFi at home AGAIN!!!!!!,Internet
2862,I was asked to DM from a Twitter response on an issue asking for my issue and information. My number is 845 416 8888. My address is 293 Oak Ridge Road Hopewell Junction Ny 12533. Peter Sestito. I paid a bill via online and selected a funding account that,Billing
2863,"@optimum, when will you learn that people need RELIABLE internet?!?! I hate the thought of signing an agreement with @verizonfios but I can't wait ten minutes to get online in 2019. Bye!",Internet
2864,"Hi, my account is under 267-885-3315. Our Internet was out from about 6 Saturday evening until after 1 Sunday morning (2/9-10). Because of the outage, we burned through our phone data and owe  the phone company more money. Any credit from you to offset th",Billing
2865,"@OptimumHelp We've called, we've driven a half hour to pick up new equipment, we've checked our own devices for issues but it has only gotten worse. The last call we were directed to the  payment center for a payment due next Saturday. Nope, we're out.",Internet
2866,The Altice One box has the modem and router combined. Is there any version that does not have it all in one box? I'd like to  use my own modem and router,Sales
2867,Automated,Billing
2868,I did a full reset on the router. Still hangs on the router settings page.,Internet
2869,"Im having a issue with the wifi when the service was turn both wifi name which was basically the same one was

EBC6A0 the other  one had  EBC6A0_5G and I click on either one and put the password now the Wifi foe a certain period of hours it Wifi is on with",Internet
2870,"internet not working. is service still down in easton, ct?",Internet
2871,Is there a name of someone I can put on the facsimile sheet?,Billing
2872,It's something in the house and then can't figure it out,Internet
2873,On demand is not working.,Video
2874,that was from months ago.  at this point i am not going to pay one more penny to this company until i speak to someone with authority who can review all of my charges from day 1.  i am going to file a small claim if I do not hear back from someone by frid,Billing
2875,"Damn, could you tell me my opt default gateway so I set a static route?",Internet
2876,"Why are certain programs ""blacked out""?",Video
2877,"Hi I'm the person who asked for help with logging into his password/internal error issue.



The phone number on the account is 856-651-8131.  The name is Kevin Callaghan.  The address is 55 Stone Street, New Brunswick, NJ, 08901



I tried logging into my ac",Internet
2878,"Trying to reset my password for last one hour so that I can pay my bill! Sorry to say, your website is horribly bugged. I am unable to change the password. Its equally difficult to reach customer care through chat / call. kindly advise.",Account Related
2879,Donâ¿¿t be a punchline for Fios. Only Optimum gives you the TV channels that make the whole family happy. http://bit.ly/2NsCPge,Video
2880,Hi - can you assist with a quote for just internet at this address?,Sales
2881,Optimum Email: Setup Another Email Account,Internet
2882,@OptimumHelp internet is out in 11225 for 26 min now.,Internet
2883,Hi. I have my CASN number.,Video
2884,@DarrylSlater @DavidEFischer @optimum @espn @ESPN2 @OptimumHelp Iâ¿¿ve gone out because @optimum canâ¿¿t fix ESPN and ESPN2,Video
2885,"Today was the 4th installation appointment that @optimum didn't send correct tools to install WiFI.  I paid over a hundred dollars so I could have WiFi starting last Saturday, and now they just keep stealing my money and won't say when they can get a buck",Appointment Related
